VARIABLES= y, yd, up, vp, wp, uvp
ZONE f=point, i=330
0 0 0 0 0 0
3.666e-06 0.00101833 0.201752 0.0407269 0.0895891 -0.00156526
7.33356e-06 0.0020371 0.382007 0.0748203 0.164904 -0.00485956
1.10045e-05 0.00305679 0.546796 0.104021 0.229493 -0.0086753
1.46803e-05 0.00407785 0.699955 0.128951 0.285925 -0.0127069
1.83627e-05 0.00510076 0.844028 0.150678 0.336038 -0.0169744
2.20535e-05 0.00612596 0.980767 0.16979 0.38117 -0.0216504
2.5754e-05 0.00715389 1.11142 0.186816 0.422299 -0.0269395
2.94661e-05 0.00818503 1.23692 0.202132 0.460154 -0.0330303
3.31913e-05 0.00921982 1.35794 0.216044 0.495278 -0.0400757
3.69317e-05 0.0102588 1.47501 0.228781 0.528093 -0.0481915
4.06884e-05 0.0113023 1.58851 0.240525 0.558915 -0.0574572
4.44635e-05 0.012351 1.69873 0.251421 0.588008 -0.0679241
4.82585e-05 0.0134051 1.80589 0.261586 0.615576 -0.0796169
5.20751e-05 0.0144653 1.91014 0.271117 0.641791 -0.0925406
5.5915e-05 0.0155319 2.0116 0.280097 0.666799 -0.106683
5.97799e-05 0.0166055 2.11031 0.288597 0.69072 -0.122018
6.36718e-05 0.0176866 2.20634 0.29668 0.713664 -0.138509
6.75921e-05 0.0187756 2.29968 0.304402 0.735721 -0.156107
7.15428e-05 0.019873 2.39034 0.311817 0.756976 -0.174757
7.55257e-05 0.0209794 2.47829 0.318973 0.7775 -0.194395
7.95423e-05 0.0220951 2.5635 0.325915 0.797357 -0.214953
8.35946e-05 0.0232207 2.64594 0.332688 0.816605 -0.236356
8.76844e-05 0.0243568 2.72557 0.339333 0.835295 -0.258529
9.18137e-05 0.0255038 2.80233 0.345891 0.853472 -0.281391
9.5984e-05 0.0266622 2.87619 0.352397 0.871175 -0.304859
0.000100197 0.0278326 2.94708 0.35889 0.888438 -0.328851
0.000104455 0.0290154 3.01498 0.365405 0.905293 -0.353283
0.000108761 0.0302113 3.07985 0.371975 0.921766 -0.378075
0.000113115 0.0314207 3.14162 0.378631 0.937877 -0.403141
0.000117519 0.0326443 3.20029 0.385405 0.953646 -0.428406
0.000121977 0.0338824 3.25582 0.392324 0.969088 -0.453789
0.000126489 0.0351357 3.30818 0.399414 0.984215 -0.479219
0.000131057 0.0364048 3.35736 0.4067 0.999037 -0.504624
0.000135685 0.0376903 3.40336 0.414205 1.01356 -0.529939
0.000140373 0.0389926 3.44616 0.421948 1.02779 -0.5551
0.000145125 0.0403124 3.48578 0.429948 1.04174 -0.580052
0.000149941 0.0416503 3.52223 0.438219 1.05539 -0.604739
0.000154825 0.0430069 3.55553 0.446774 1.06877 -0.629115
0.000159778 0.0443827 3.5857 0.455624 1.08185 -0.653134
0.000164803 0.0457785 3.61278 0.464777 1.09465 -0.67676
0.000169901 0.0471948 3.63681 0.474239 1.10717 -0.699956
0.000175076 0.0486323 3.65783 0.484012 1.11939 -0.722692
