z, y, u_fluc, v_fluc, w_fluc
    0.071820,    0.000001,   -0.000000,    0.000000,   -0.000000
    0.073150,    0.000001,    0.000000,    0.000000,   -0.000000
    0.074480,    0.000001,   -0.000000,    0.000000,   -0.000000
    0.075810,    0.000001,    0.000000,    0.000000,   -0.000000
    0.077140,    0.000001,    0.000000,    0.000000,    0.000000
    0.078470,    0.000001,   -0.000000,   -0.000000,   -0.000000
    0.079800,    0.000001,   -0.000000,    0.000000,   -0.000000
    0.081130,    0.000001,   -0.000000,    0.000000,   -0.000000
    0.082460,    0.000001,    0.000000,    0.000000,    0.000000
    0.083790,    0.000001,   -0.000000,   -0.000000,    0.000000
    0.085120,    0.000001,    0.000000,    0.000000,   -0.000000
    0.086450,    0.000001,    0.000000,    0.000000,   -0.000000
    0.087780,    0.000001,    0.000000,    0.000000,    0.000000
    0.089110,    0.000001,   -0.000000,    0.000000,   -0.000000
    0.090440,    0.000001,   -0.000000,   -0.000000,    0.000000
    0.091770,    0.000001,   -0.000000,   -0.000000,   -0.000000
    0.093100,    0.000001,    0.000000,    0.000000,   -0.000000
    0.094430,    0.000001,    0.000000,    0.000000,    0.000000
    0.095760,    0.000001,    0.000000,    0.000000,   -0.000000
    0.097090,    0.000001,    0.000000,    0.000000,    0.000000
    0.098420,    0.000001,    0.000000,    0.000000,   -0.000000
    0.099750,    0.000001,    0.000000,    0.000000,   -0.000000
    0.101080,    0.000001,    0.000000,    0.000000,   -0.000000
    0.102410,    0.000001,   -0.000000,    0.000000,   -0.000000
    0.103740,    0.000001,    0.000000,    0.000000,    0.000000
    0.105070,    0.000001,    0.000000,    0.000000,   -0.000000
    0.106400,    0.000001,    0.000000,    0.000000,    0.000000
    0.001330,    0.000002,   -3.796341,   -0.414623,    3.334091
    0.002660,    0.000002,  -10.397090,    0.291029,    3.606036
    0.003990,    0.000002,    1.458281,   -4.705909,    1.043234
    0.005320,    0.000002,   11.806814,    2.801862,    0.441603
    0.006650,    0.000002,   23.607318,   -4.696075,    2.066427
    0.007980,    0.000002,   10.021335,   -2.506578,   10.145984
    0.009310,    0.000002,   -3.230222,   -1.210595,   -4.247860
    0.010640,    0.000002,    9.137654,    1.488421,   -4.354738
    0.011970,    0.000002,   -4.880286,    3.301320,    2.029930
    0.013300,    0.000002,   14.238141,    6.199512,  -16.187868
    0.014630,    0.000002,  -19.388494,   -2.987821,    3.441139
    0.015960,    0.000002,   -4.858479,   -1.404063,   -7.972691
    0.017290,    0.000002,  -28.690532,    2.738583,    7.467715
    0.018620,    0.000002,   10.277057,   -0.385690,   -2.652170
    0.019950,    0.000002,    7.631895,   -4.903986,   -6.760885
    0.021280,    0.000002,   13.474547,    1.240435,   -0.641409
    0.022610,    0.000002,    7.604401,    1.571396,    1.102650
    0.023940,    0.000002,    9.815235,   -3.359785,    9.907375
    0.025270,    0.000002,    9.628130,   -0.631202,    7.589063
    0.026600,    0.000002,   20.588451,    2.056702,    9.119565
    0.027930,    0.000002,  -18.035901,   -1.532003,   -4.712122
    0.029260,    0.000002,    6.907436,    2.782346,    1.196984
    0.030590,    0.000002,    3.996418,    0.226559,    9.330968
    0.031920,    0.000002,    5.288595,   -1.450913,    7.823007
    0.033250,    0.000002,   -5.782218,   -7.916653,    3.481039
    0.034580,    0.000002,   -5.093054,    0.354701,   -2.695468
    0.035910,    0.000002,  -20.845955,   -1.993239,   -6.732593
    0.037240,    0.000002,  -27.065837,   -3.998800,    6.636203
    0.038570,    0.000002,  -27.963680,   -1.829928,    7.225936
    0.039900,    0.000002,   -3.347422,    2.535241,   15.373026
    0.041230,    0.000002,   -2.517393,   -0.907821,  -10.050520
    0.042560,    0.000002,   16.057869,    4.162750,    8.520916
    0.043890,    0.000002,   17.139075,   -0.274097,    5.669540
    0.045220,    0.000002,    7.863680,   -0.512738,   -1.391367
    0.046550,    0.000002,  -12.416189,    1.966384,    2.552005
    0.047880,    0.000002,    6.144344,    0.586761,   -6.624655
    0.049210,    0.000002,   29.838350,    7.030382,   -1.394676
    0.050540,    0.000002,   11.462002,    2.044730,   -4.319750
    0.051870,    0.000002,   -0.448785,   -1.908683,   -1.941027
    0.053200,    0.000002,   -1.542593,   -0.896224,    0.725216
    0.054530,    0.000002,  -23.873451,    0.739967,   -5.185559
    0.055860,    0.000002,   -0.413505,    2.271029,   10.842825
    0.057190,    0.000002,   11.980251,   -0.682552,   -6.282066
    0.058520,    0.000002,    8.866997,   -3.888990,   -0.009049
    0.059850,    0.000002,  -18.829617,   -1.018777,  -10.213943
    0.061180,    0.000002,   21.690831,    2.460932,   -2.460266
    0.062510,    0.000002,  -24.041582,   -0.051514,    2.871228
    0.063840,    0.000002,    5.568489,    6.023179,   -2.589614
    0.065170,    0.000002,   13.215588,   -0.120071,    9.871235
    0.066500,    0.000002,  -17.909782,   -1.834643,    3.151036
    0.067830,    0.000002,  -14.118429,   -0.658912,  -11.374623
    0.069160,    0.000002,    1.323241,    3.840205,    2.738821
    0.070490,    0.000002,  -29.170738,    0.531287,    3.353508
    0.071820,    0.000002,   -9.443452,    1.548294,   -2.276617
    0.073150,    0.000002,    0.590264,   -3.769951,   -5.162400
    0.074480,    0.000002,  -17.410453,    1.947578,   -2.780370
    0.075810,    0.000002,    9.409622,    0.257612,  -13.438290
    0.077140,    0.000002,    5.435873,   -1.557098,    4.416431
    0.078470,    0.000002,   -0.180778,    0.080063,   -3.948457
    0.079800,    0.000002,   -9.158899,    4.099651,    0.239791
    0.081130,    0.000002,   -2.091734,    4.335991,   -1.287806
    0.082460,    0.000002,    0.099233,   -2.161659,    2.150147
    0.083790,    0.000002,   -3.469818,   -6.142076,    1.542120
    0.085120,    0.000002,   28.617630,    3.325768,   -3.627659
    0.086450,    0.000002,   20.135695,   -2.196314,   -7.119105
    0.087780,    0.000002,    4.240162,    1.791610,    3.785114
    0.089110,    0.000002,   -6.864470,    2.473585,   -6.706962
    0.090440,    0.000002,   -7.660411,    0.181803,    8.959943
    0.091770,    0.000002,  -13.428716,   -0.124544,    0.212568
    0.093100,    0.000002,    6.342630,    1.326135,   -1.457196
    0.094430,    0.000002,   13.423240,    3.698888,    1.616232
    0.095760,    0.000002,   10.022291,   -2.031742,  -11.611262
    0.097090,    0.000002,    1.121745,   -4.373321,    0.121147
    0.098420,    0.000002,   19.229176,   -4.535706,   -0.985164
    0.099750,    0.000002,    1.670464,    2.916529,   -2.771090
    0.101080,    0.000002,   14.321709,    5.854783,   -3.432522
    0.102410,    0.000002,   -5.749665,    2.170485,   -5.409224
    0.103740,    0.000002,    6.977275,    0.013584,    0.245447
    0.105070,    0.000002,    4.212929,   -2.856380,   -3.776731
    0.106400,    0.000002,    3.626125,    0.217206,    4.466103
    0.001330,    0.000003,  -10.952960,   -0.286413,    7.586821
    0.002660,    0.000003,  -11.942442,   -1.270131,    6.064323
    0.003990,    0.000003,   -1.045583,   -8.785649,    1.338154
    0.005320,    0.000003,   20.105037,    4.808894,   -1.400369
    0.006650,    0.000003,   46.090540,   -9.494887,    2.976193
    0.007980,    0.000003,   17.555244,   -4.058878,   16.702799
    0.009310,    0.000003,   -5.685249,   -2.289567,   -9.857931
    0.010640,    0.000003,   20.369773,    1.823899,   -9.264041
    0.011970,    0.000003,  -13.245247,    7.777124,    5.049131
    0.013300,    0.000003,   28.455789,   11.853474,  -28.419691
    0.014630,    0.000003,  -39.029391,   -5.659079,    7.149415
    0.015960,    0.000003,  -11.547673,   -0.270030,  -13.766110
    0.017290,    0.000003,  -53.440306,    3.210242,   12.543628
    0.018620,    0.000003,   20.034114,   -1.352216,   -6.101938
    0.019950,    0.000003,   11.941722,   -9.396670,  -11.664324
    0.021280,    0.000003,   26.219724,    2.563051,   -3.648867
    0.022610,    0.000003,   12.192948,    1.042163,    3.887830
    0.023940,    0.000003,   19.507776,   -7.953614,   19.938870
    0.025270,    0.000003,   20.720855,   -2.687903,   14.520758
    0.026600,    0.000003,   44.819539,    4.140215,   15.779008
    0.027930,    0.000003,  -29.478089,   -2.319424,   -8.771631
    0.029260,    0.000003,   18.015642,    5.794618,    1.636814
    0.030590,    0.000003,    1.603468,   -1.296569,   18.862072
    0.031920,    0.000003,   10.338454,   -2.988941,   16.997023
    0.033250,    0.000003,  -13.240849,  -12.267994,    7.171298
    0.034580,    0.000003,  -10.884249,   -0.509972,   -4.558008
    0.035910,    0.000003,  -36.179915,   -3.267539,  -13.560705
    0.037240,    0.000003,  -53.359033,   -6.090599,   11.298417
    0.038570,    0.000003,  -51.181152,   -3.171946,   12.918289
    0.039900,    0.000003,   -4.004643,    3.325048,   29.534236
    0.041230,    0.000003,   -3.081735,   -2.343888,  -17.333901
    0.042560,    0.000003,   36.268871,    7.723237,   13.908125
    0.043890,    0.000003,   29.889821,   -1.409748,   11.194967
    0.045220,    0.000003,   16.928800,   -2.207989,   -4.190292
    0.046550,    0.000003,  -22.227111,    3.722833,    2.137906
    0.047880,    0.000003,   11.428440,    0.851931,  -12.308216
    0.049210,    0.000003,   50.081529,   10.213341,   -2.154489
    0.050540,    0.000003,   21.134103,    4.474467,   -7.175585
    0.051870,    0.000003,   -4.618078,   -2.308261,   -3.270723
    0.053200,    0.000003,   -0.650416,   -2.522942,    0.803028
    0.054530,    0.000003,  -43.744137,    2.486312,   -9.725739
    0.055860,    0.000003,   -2.562190,    4.329400,   19.024490
    0.057190,    0.000003,   27.469096,   -1.957254,  -12.028158
    0.058520,    0.000003,   17.221331,   -8.221244,   -1.007581
    0.059850,    0.000003,  -37.216390,   -3.014071,  -19.972532
    0.061180,    0.000003,   40.917960,    3.806385,   -3.347995
    0.062510,    0.000003,  -48.935019,   -1.208273,    5.201725
    0.063840,    0.000003,    6.360641,   10.274707,   -3.003352
    0.065170,    0.000003,   23.340049,    0.159937,   17.029351
    0.066500,    0.000003,  -35.234080,   -2.453207,    5.680667
    0.067830,    0.000003,  -31.601207,    0.332550,  -20.283359
    0.069160,    0.000003,    8.072784,    8.386740,    3.469459
    0.070490,    0.000003,  -51.327936,   -0.335628,    3.977478
    0.071820,    0.000003,  -17.550421,    2.375399,   -2.684580
    0.073150,    0.000003,   -1.874895,   -6.479567,  -10.908413
    0.074480,    0.000003,  -32.251274,    1.802348,   -4.422871
    0.075810,    0.000003,   20.223874,    1.152285,  -21.064670
    0.077140,    0.000003,    9.792360,   -1.953291,    7.836898
    0.078470,    0.000003,   -1.950776,    0.918402,   -6.977287
    0.079800,    0.000003,  -16.725158,    5.960814,    1.183847
    0.081130,    0.000003,   -6.038952,    5.839490,   -3.122412
    0.082460,    0.000003,   -1.571405,   -3.120825,    3.172407
    0.083790,    0.000003,   -8.902203,   -9.401060,    5.029980
    0.085120,    0.000003,   54.401236,    7.253656,   -7.746052
    0.086450,    0.000003,   38.671258,   -3.219736,  -13.527871
    0.087780,    0.000003,   11.170442,    6.012706,    6.920764
    0.089110,    0.000003,  -16.344481,    7.011334,  -14.609679
    0.090440,    0.000003,  -12.536296,    0.897721,   15.443200
    0.091770,    0.000003,  -24.970269,    0.884564,    1.072530
    0.093100,    0.000003,    9.292792,    1.919397,   -2.211598
    0.094430,    0.000003,   20.550395,    6.516354,    3.375516
    0.095760,    0.000003,   17.963918,   -3.680420,  -22.233953
    0.097090,    0.000003,   -0.867973,   -7.610441,    1.111232
    0.098420,    0.000003,   35.759395,   -8.360900,   -2.692713
    0.099750,    0.000003,    2.939334,    4.917828,   -6.321889
    0.101080,    0.000003,   30.674432,    9.283567,   -8.387232
    0.102410,    0.000003,   -6.892803,    3.987588,   -9.739597
    0.103740,    0.000003,   15.842703,   -0.922493,    0.268108
    0.105070,    0.000003,    9.620543,   -6.243666,   -8.145574
    0.106400,    0.000003,    5.279436,    1.218916,    5.461049
    0.001330,    0.000004,  -15.569244,    1.314928,   12.020671
    0.002660,    0.000004,   -2.889370,   -3.961969,    7.806111
    0.003990,    0.000004,   -6.692197,  -11.505935,    0.064568
    0.005320,    0.000004,   26.610512,    5.551698,   -7.059832
    0.006650,    0.000004,   66.158862,  -10.643710,    3.061492
    0.007980,    0.000004,   22.867397,   -5.301514,   19.764071
    0.009310,    0.000004,   -8.879073,   -3.104341,  -15.397500
    0.010640,    0.000004,   30.659964,    1.765068,  -13.574087
    0.011970,    0.000004,  -26.045317,   12.983311,    9.275244
    0.013300,    0.000004,   39.534173,   16.759831,  -36.552910
    0.014630,    0.000004,  -58.002830,   -6.719176,    9.472239
    0.015960,    0.000004,  -15.762767,    2.687807,  -19.354256
    0.017290,    0.000004,  -74.798262,    2.701230,   16.821988
    0.018620,    0.000004,   23.930831,   -3.675990,  -10.306782
    0.019950,    0.000004,   12.119058,   -8.377977,  -16.367264
    0.021280,    0.000004,   35.619996,    3.991560,   -8.144365
    0.022610,    0.000004,   14.315323,   -0.791701,    6.923919
    0.023940,    0.000004,   26.551404,  -11.303157,   29.613679
    0.025270,    0.000004,   33.211400,   -4.132412,   19.381314
    0.026600,    0.000004,   69.586016,    7.136263,   20.533758
    0.027930,    0.000004,  -38.653987,   -1.104496,  -10.577854
    0.029260,    0.000004,   31.301326,    6.972824,   -0.282918
    0.030590,    0.000004,    2.702202,   -1.791493,   25.518351
    0.031920,    0.000004,   14.985394,   -4.585561,   25.349204
    0.033250,    0.000004,  -18.003773,  -13.410911,   12.317140
    0.034580,    0.000004,  -18.775311,   -2.384405,   -5.978428
    0.035910,    0.000004,  -51.850012,   -6.277962,  -19.399286
    0.037240,    0.000004,  -74.743684,   -6.291182,   14.158196
    0.038570,    0.000004,  -73.956347,   -4.722237,   18.082979
    0.039900,    0.000004,   -3.342324,    3.371717,   39.759286
    0.041230,    0.000004,   -5.629655,   -4.056750,  -21.972064
    0.042560,    0.000004,   59.925579,    9.886146,   17.422279
    0.043890,    0.000004,   37.186324,   -1.682193,   17.326033
    0.045220,    0.000004,   24.671374,   -3.618792,   -6.535924
    0.046550,    0.000004,  -28.388971,    5.763176,    0.613587
    0.047880,    0.000004,   11.939497,    0.901853,  -17.850747
    0.049210,    0.000004,   65.052060,   11.491393,   -3.398864
    0.050540,    0.000004,   29.290245,    6.186293,   -9.819861
    0.051870,    0.000004,   -8.442142,   -1.583582,   -3.918374
    0.053200,    0.000004,    5.873459,   -5.551532,   -0.335176
    0.054530,    0.000004,  -58.278208,    4.004951,  -13.652630
    0.055860,    0.000004,   -7.092600,    7.013933,   25.361127
    0.057190,    0.000004,   43.165738,   -4.767447,  -18.609555
    0.058520,    0.000004,   26.104148,  -10.018723,   -2.431879
    0.059850,    0.000004,  -56.389057,   -6.021189,  -29.656096
    0.061180,    0.000004,   57.887978,    8.831514,   -2.397155
    0.062510,    0.000004,  -72.747656,   -2.389958,    4.731243
    0.063840,    0.000004,    4.518888,   13.111741,   -1.365816
    0.065170,    0.000004,   31.064296,    0.447815,   22.653463
    0.066500,    0.000004,  -50.678360,   -0.695042,    7.211970
    0.067830,    0.000004,  -51.419667,    0.262924,  -26.319940
    0.069160,    0.000004,   14.257480,   12.006278,    3.126212
    0.070490,    0.000004,  -66.059993,   -0.965849,    3.126701
    0.071820,    0.000004,  -21.239573,    2.466120,   -1.899938
    0.073150,    0.000004,  -12.012086,  -10.915839,  -16.510183
    0.074480,    0.000004,  -45.363511,    0.527373,   -3.705941
    0.075810,    0.000004,   31.312756,    1.519353,  -23.173766
    0.077140,    0.000004,   14.420983,   -3.991736,   12.551610
    0.078470,    0.000004,   -4.731410,    0.603255,   -7.962186
    0.079800,    0.000004,  -24.623063,    7.266461,    3.189738
    0.081130,    0.000004,  -14.678269,    8.082631,   -3.562242
    0.082460,    0.000004,   -4.596455,   -4.325092,    4.457543
    0.083790,    0.000004,  -20.285376,  -10.532210,    9.817328
    0.085120,    0.000004,   77.782993,    9.273091,  -11.466281
    0.086450,    0.000004,   55.717104,   -5.203084,  -17.062866
    0.087780,    0.000004,   16.488042,   10.925916,    8.760846
    0.089110,    0.000004,  -25.150224,   11.074208,  -21.816866
    0.090440,    0.000004,  -19.262911,    2.714787,   20.297895
    0.091770,    0.000004,  -36.077948,    1.196465,    2.681767
    0.093100,    0.000004,   10.990537,    1.772236,   -2.836518
    0.094430,    0.000004,   19.216416,    8.924582,    5.584477
    0.095760,    0.000004,   24.780139,   -5.235513,  -33.262645
    0.097090,    0.000004,   -4.101164,  -10.130728,    1.453071
    0.098420,    0.000004,   53.159964,   -9.907788,   -3.275265
    0.099750,    0.000004,    4.737157,    5.972791,   -7.749605
    0.101080,    0.000004,   46.065664,   12.432645,  -12.627647
    0.102410,    0.000004,   -5.964280,    6.902121,  -14.148796
    0.103740,    0.000004,   27.224920,   -1.015910,    1.549102
    0.105070,    0.000004,   15.992607,   -8.151997,  -12.742616
    0.106400,    0.000004,   13.847313,    1.296988,    5.095919
    0.001330,    0.000005,  -27.582433,    3.173929,   16.913368
    0.002660,    0.000005,   12.559785,   -7.734543,    8.749299
    0.003990,    0.000005,  -11.265045,  -12.320230,   -3.214690
    0.005320,    0.000005,   35.061437,    7.355994,  -13.944240
    0.006650,    0.000005,   85.969054,   -7.028030,    3.701151
    0.007980,    0.000005,   22.433128,   -7.800289,   20.550934
    0.009310,    0.000005,  -16.845156,   -1.599489,  -19.066796
    0.010640,    0.000005,   38.384015,    1.709664,  -18.457281
    0.011970,    0.000005,  -41.933050,   17.030180,   12.707421
    0.013300,    0.000005,   53.170986,   18.789880,  -42.061781
    0.014630,    0.000005,  -71.040786,   -6.814767,   12.244928
    0.015960,    0.000005,  -18.963507,    6.280943,  -20.305889
    0.017290,    0.000005,  -95.707507,    3.587256,   19.727966
    0.018620,    0.000005,   27.508955,   -8.024842,  -17.182474
    0.019950,    0.000005,   12.510301,   -5.180357,  -18.907381
    0.021280,    0.000005,   44.355673,    5.075855,  -13.288056
    0.022610,    0.000005,   11.060820,   -5.694759,   12.135128
    0.023940,    0.000005,   31.380877,  -15.255297,   39.786660
    0.025270,    0.000005,   43.376918,   -7.627098,   24.389764
    0.026600,    0.000005,   86.646462,    7.729189,   23.309545
    0.027930,    0.000005,  -49.311594,    0.421435,  -11.073338
    0.029260,    0.000005,   48.743993,    9.060450,   -4.181667
    0.030590,    0.000005,   -2.043585,   -1.993994,   32.158227
    0.031920,    0.000005,   22.585841,   -3.818305,   32.626890
    0.033250,    0.000005,  -19.027134,  -14.818452,   14.668716
    0.034580,    0.000005,  -29.561185,   -5.080470,   -7.514228
    0.035910,    0.000005,  -69.869184,   -9.504342,  -25.507883
    0.037240,    0.000005, -100.422888,   -5.673589,   15.687033
    0.038570,    0.000005,  -90.671745,   -8.779855,   23.619346
    0.039900,    0.000005,   -1.895196,    2.791776,   48.074388
    0.041230,    0.000005,   -4.547784,   -5.066757,  -25.074449
    0.042560,    0.000005,   85.287632,    9.302498,   17.623634
    0.043890,    0.000005,   41.872428,   -3.876048,   25.959123
    0.045220,    0.000005,   29.893807,   -6.079293,   -9.755029
    0.046550,    0.000005,  -35.199980,    5.744031,   -2.960529
    0.047880,    0.000005,   10.388280,    1.509721,  -26.053588
    0.049210,    0.000005,   77.680371,   13.596159,   -3.827293
    0.050540,    0.000005,   36.687100,    8.031379,  -10.815170
    0.051870,    0.000005,  -12.954278,   -0.118266,   -3.627528
    0.053200,    0.000005,   18.663990,   -9.593976,    0.065723
    0.054530,    0.000005,  -64.548560,    7.708888,  -18.249566
    0.055860,    0.000005,  -17.174082,    9.854866,   31.627537
    0.057190,    0.000005,   59.818074,   -9.371505,  -23.835871
    0.058520,    0.000005,   39.932092,   -9.083067,   -5.983415
    0.059850,    0.000005,  -74.841007,  -10.103462,  -37.888481
    0.061180,    0.000005,   77.234461,   14.510364,    0.513423
    0.062510,    0.000005,  -86.479898,   -4.376227,    3.453369
    0.063840,    0.000005,    0.186638,   12.811867,   -0.312965
    0.065170,    0.000005,   31.601092,    0.278299,   27.070228
    0.066500,    0.000005,  -66.283060,    0.023220,    9.833707
    0.067830,    0.000005,  -73.358559,   -1.471504,  -31.840019
    0.069160,    0.000005,   19.841690,   13.334528,    2.749161
    0.070490,    0.000005,  -69.687684,   -3.513375,    1.739433
    0.071820,    0.000005,  -24.783086,   -0.061591,   -2.161514
    0.073150,    0.000005,  -22.584105,  -13.662639,  -21.128086
    0.074480,    0.000005,  -54.820100,   -3.473097,   -2.679634
    0.075810,    0.000005,   35.341775,   -0.050200,  -21.356287
    0.077140,    0.000005,   20.163283,   -5.519920,   18.232507
    0.078470,    0.000005,  -10.804674,   -1.396002,   -7.049814
    0.079800,    0.000005,  -30.004825,    9.367979,    4.394395
    0.081130,    0.000005,  -26.555748,   11.346289,   -3.825173
    0.082460,    0.000005,   -4.149694,   -4.283283,    6.222366
    0.083790,    0.000005,  -38.818426,  -13.032047,   16.179515
    0.085120,    0.000005,  102.463430,   10.489549,  -14.264865
    0.086450,    0.000005,   70.495004,   -6.381087,  -20.910850
    0.087780,    0.000005,   18.783108,   17.660137,   11.391593
    0.089110,    0.000005,  -26.272256,   11.503030,  -26.309926
    0.090440,    0.000005,  -20.638879,    4.179780,   24.403129
    0.091770,    0.000005,  -43.409207,    1.560808,    6.424642
    0.093100,    0.000005,   17.742076,    0.194418,   -1.334610
    0.094430,    0.000005,   20.386629,    8.366156,    6.891704
    0.095760,    0.000005,   32.313951,   -6.402125,  -43.863191
    0.097090,    0.000005,   -1.014750,  -10.575706,    1.055451
    0.098420,    0.000005,   70.585314,  -12.486865,   -3.332431
    0.099750,    0.000005,    7.787392,    8.704690,   -9.981484
    0.101080,    0.000005,   61.878085,   14.933042,  -17.196437
    0.102410,    0.000005,   -2.568348,    8.513071,  -19.678378
    0.103740,    0.000005,   39.968572,   -1.446147,    2.023479
    0.105070,    0.000005,   27.531451,   -7.871554,  -17.181996
    0.106400,    0.000005,   16.028297,    3.673869,    5.284395
    0.001330,    0.000006,  -35.474120,    6.775538,   17.849413
    0.002660,    0.000006,   33.163483,  -11.810788,    8.313925
    0.003990,    0.000006,  -15.869054,  -12.186582,   -7.438013
    0.005320,    0.000006,   39.650220,    8.920017,  -20.385621
    0.006650,    0.000006,  106.340385,   -3.286143,    1.646214
    0.007980,    0.000006,   23.902665,  -11.695330,   19.457214
    0.009310,    0.000006,  -27.925306,   -2.361298,  -22.399720
    0.010640,    0.000006,   45.432129,    0.731215,  -22.071252
    0.011970,    0.000006,  -53.143074,   19.285497,   18.482005
    0.013300,    0.000006,   60.568030,   20.268467,  -42.328022
    0.014630,    0.000006,  -76.828534,   -6.849344,   14.776458
    0.015960,    0.000006,  -21.390671,    9.959095,  -18.982904
    0.017290,    0.000006, -111.198533,    7.871616,   23.563298
    0.018620,    0.000006,   27.857882,  -11.998807,  -24.361814
    0.019950,    0.000006,   17.590977,   -1.819822,  -18.453045
    0.021280,    0.000006,   56.896847,    4.713628,  -19.969528
    0.022610,    0.000006,    9.990390,  -10.943100,   15.103179
    0.023940,    0.000006,   30.382921,  -13.895409,   51.024351
    0.025270,    0.000006,   55.452100,   -8.396623,   31.712350
    0.026600,    0.000006,  114.184164,    7.342797,   26.975667
    0.027930,    0.000006,  -59.938628,    3.266001,   -8.062106
    0.029260,    0.000006,   68.561845,   10.095771,   -7.619966
    0.030590,    0.000006,   -3.050941,   -4.710916,   37.807109
    0.031920,    0.000006,   33.462912,   -7.379177,   39.788771
    0.033250,    0.000006,  -20.185399,  -18.171814,   16.020638
    0.034580,    0.000006,  -47.149609,   -9.410770,  -10.419388
    0.035910,    0.000006,  -87.610226,  -10.447134,  -30.475416
    0.037240,    0.000006, -124.943653,   -4.262073,   15.129484
    0.038570,    0.000006, -112.664163,  -12.790758,   29.457848
    0.039900,    0.000006,   -0.925792,    4.281807,   53.220351
    0.041230,    0.000006,   -7.322296,   -5.633822,  -27.246392
    0.042560,    0.000006,  113.537025,   10.239834,   16.454229
    0.043890,    0.000006,   40.606162,   -6.431521,   35.776920
    0.045220,    0.000006,   24.474376,   -9.398199,  -13.388827
    0.046550,    0.000006,  -41.425868,    4.677582,   -7.301358
    0.047880,    0.000006,    0.135968,    3.204350,  -35.938699
    0.049210,    0.000006,   78.414438,   11.333916,   -1.695303
    0.050540,    0.000006,   39.555123,    9.434707,  -10.044227
    0.051870,    0.000006,  -15.020113,    5.924865,   -5.387696
    0.053200,    0.000006,   35.544998,  -13.974234,    0.784595
    0.054530,    0.000006,  -67.743056,   11.879463,  -25.189904
    0.055860,    0.000006,  -27.948460,   10.182389,   40.481452
    0.057190,    0.000006,   74.454173,  -11.515222,  -27.911029
    0.058520,    0.000006,   53.371549,   -7.439789,   -8.146418
