VARIABLES = "y", "u_fluc", "v_fluc", "w_fluc"
ZONE T="Line at z=280", I=400, F=POINT
VARLOCATION=([2-4]=CELLCENTERED)
7.47325e-07 -0.122072 -0.0413437 0.0367516
1.50586e-06 -0.111472 -0.0373251 0.0241204
2.27577e-06 -0.0986626 -0.0427487 0.0147318
3.05723e-06 -0.0877521 -0.0418564 0.0118485
3.8504e-06 -0.0702717 -0.0503785 0.00728095
4.65547e-06 -0.0499312 -0.0513839 0.00411123
5.47261e-06 -0.0428098 -0.0552945 0.000384826
6.30199e-06 -0.0380453 -0.0466505 -0.0097732
7.14382e-06 -0.031289 -0.0436286 -0.0225835
7.99826e-06 -0.0282539 -0.0486351 -0.0274517
8.8655e-06 -0.0303417 -0.0538363 -0.0311545
9.74574e-06 -0.0296644 -0.0591473 -0.0374997
1.06392e-05 -0.0244996 -0.0547993 -0.0353732
1.1546e-05 -0.0190772 -0.0529515 -0.0372659
1.24664e-05 -0.0223082 -0.0377074 -0.0295555
1.34006e-05 -0.0142181 -0.0318078 -0.0250896
1.43488e-05 -0.00584836 -0.0471719 -0.0197084
1.53112e-05 -0.00197263 -0.039358 -0.00963101
1.6288e-05 0.00262858 -0.0313726 -0.00294299
1.72794e-05 0.00179837 -0.0233103 -0.00505875
1.82857e-05 0.00343711 0.0092984 -0.00754197
1.9307e-05 0.0113368 0.0233302 -0.00834735
2.03437e-05 0.0121366 0.0566675 -0.00504397
2.13958e-05 0.00872322 0.0830611 -0.00920346
2.24637e-05 0.0118568 0.105523 -0.00845497
2.35476e-05 0.0160094 0.124937 -0.00249382
2.46477e-05 0.0234103 0.125086 0.00498092
2.57643e-05 0.028156 0.136268 0.00516595
2.68976e-05 0.0217858 0.15495 0.00178947
2.80478e-05 0.015506 0.181441 -0.00408535
2.92152e-05 0.0172095 0.196856 -0.0175376
3.04001e-05 0.014808 0.223458 -0.0213138
3.16027e-05 0.0296097 0.219691 -0.0321001
3.28233e-05 0.0454608 0.201391 -0.0326828
3.40621e-05 0.0525529 0.180432 -0.028584
3.53195e-05 0.0609721 0.160702 -0.0248658
3.65956e-05 0.0646458 0.149982 -0.0211535
3.78908e-05 0.0702608 0.128522 -0.0161208
3.92054e-05 0.0700927 0.122583 -0.0135355
4.05396e-05 0.0678119 0.137215 -0.00873197
4.18938e-05 0.0654724 0.125192 -0.00222451
4.32681e-05 0.0628846 0.116672 0.00830195
4.4663e-05 0.0796039 0.0887806 0.0241517
4.60788e-05 0.0879713 0.0879824 0.0436576
4.75156e-05 0.10433 0.081162 0.0546652
4.89739e-05 0.106119 0.0851811 0.0671652
5.0454e-05 0.108028 0.0963863 0.0725876
5.19562e-05 0.11204 0.110733 0.0703741
5.34808e-05 0.116815 0.109876 0.0785051
5.50281e-05 0.108164 0.0901275 0.0862909
5.65985e-05 0.107973 0.0919588 0.0965043
5.81924e-05 0.100887 0.0837687 0.0932578
5.981e-05 0.10085 0.0766382 0.0983082
6.14517e-05 0.0840637 0.0426199 0.104026
6.31179e-05 0.0712421 0.0314729 0.11205
6.48089e-05 0.0567983 0.0231223 0.113323
6.65251e-05 0.0458798 -0.00729491 0.119886
6.82669e-05 0.0510032 -0.018429 0.123034
7.00346e-05 0.0580074 -0.00115218 0.100338
7.18287e-05 0.0541947 0.00701896 0.0867604
7.36495e-05 0.0651071 0.012281 0.0866046
7.54974e-05 0.0609811 0.0181127 0.0661098
7.73728e-05 0.0683141 0.00520038 0.0599773
7.92761e-05 0.0670187 0.0313488 0.054658
8.12078e-05 0.0885737 0.027508 0.0555439
8.31681e-05 0.0895478 0.0281605 0.0704721
8.51577e-05 0.0816243 0.0316542 0.0802315
8.71768e-05 0.0636598 0.0693332 0.0785362
8.92259e-05 0.063333 0.072557 0.0822661
9.13055e-05 0.0647627 0.0725082 0.0824153
9.3416e-05 0.056981 0.069906 0.0862546
9.55579e-05 0.0655253 0.0754803 0.0846096
9.77316e-05 0.0650012 0.039313 0.0818441
9.99376e-05 0.0665381 0.0421008 0.110194
0.000102176 0.0453231 0.0336744 0.133878
0.000104448 0.0243879 0.00406781 0.140111
0.000106754 0.00156733 0.0148529 0.144633
0.000109094 0.00563221 0.00698565 0.144152
0.000111468 -0.018198 -0.0143797 0.142759
0.000113878 -0.0285143 -0.0351172 0.120137
0.000116324 -0.0272278 -0.0367851 0.112293
0.000118806 -0.0317405 -0.0551697 0.108604
0.000121324 -0.0239117 -0.0457175 0.0997622
0.00012388 -0.0376788 -0.031159 0.0983097
0.000126474 -0.0477041 -0.0251846 0.0852957
0.000129106 -0.0607848 -0.0122866 0.0395137
0.000131777 -0.0521934 -0.0153639 0.0385853
0.000134488 -0.0524593 -0.0121095 0.0232106
0.000137239 -0.0408902 0.0358105 0.0279384
0.00014003 -0.0449461 0.0196745 0.034701
0.000142863 -0.0356897 0.0268433 0.0343041
0.000145738 -0.0307069 0.0385409 0.0426776
0.000148655 -0.022428 0.058207 0.0329128
0.000151615 -0.0428401 0.0462294 0.0675481
0.000154619 -0.0363342 0.0657758 0.081602
0.000157667 -0.0157906 0.0982548 0.0807326
0.000160761 -0.00805452 0.0947118 0.0875837
0.0001639 -0.0165608 0.0475458 0.0954541
0.000167085 -0.0139985 0.0419832 0.100204
0.000170317 -0.0129698 0.0163738 0.100881
0.000173597 -0.0113871 0.00953645 0.0996447
0.000176925 -0.0223379 -0.00388122 0.0944405
0.000180303 -0.0285246 -0.0316391 0.0912834
0.00018373 -0.0174724 -0.0361222 0.0893866
